Mach,alpha_deg,Reynolds,CA
0.9,2.0,30000000.0,0.364
1.2,2.0,30000000.0,0.726
2.0,2.0,30000000.0,0.566
3.0,2.0,30000000.0,0.496
4.0,2.0,30000000.0,0.437
5.0,2.0,30000000.0,0.411
0.29,4.0,30000000.0,0.283
0.3,4.0,30000000.0,0.283
0.5,4.0,30000000.0,0.279
0.7,4.0,30000000.0,0.274
0.9,4.0,30000000.0,0.362
1.2,4.0,30000000.0,0.721
2.0,4.0,30000000.0,0.564
3.0,4.0,30000000.0,0.496
4.0,4.0,30000000.0,0.437
5.0,4.0,30000000.0,0.411
0.29,6.0,30000000.0,0.263
0.3,6.0,30000000.0,0.263
0.5,6.0,30000000.0,0.259
0.7,6.0,30000000.0,0.254
0.9,6.0,30000000.0,0.358
1.2,6.0,30000000.0,0.714
2.0,6.0,30000000.0,0.561
3.0,6.0,30000000.0,0.495
4.0,6.0,30000000.0,0.438
5.0,6.0,30000000.0,0.413
0.29,8.0,30000000.0,0.233
0.3,8.0,30000000.0,0.233
0.5,8.0,30000000.0,0.229
0.7,8.0,30000000.0,0.224
0.9,8.0,30000000.0,0.353
1.2,8.0,30000000.0,0.705
2.0,8.0,30000000.0,0.557
3.0,8.0,30000000.0,0.494
4.0,8.0,30000000.0,0.439
5.0,8.0,30000000.0,0.415
0.29,10.0,30000000.0,0.204
0.3,10.0,30000000.0,0.204
0.5,10.0,30000000.0,0.2
0.7,10.0,30000000.0,0.195
0.9,10.0,30000000.0,0.348
1.2,10.0,30000000.0,0.692
2.0,10.0,30000000.0,0.552
3.0,10.0,30000000.0,0.493
4.0,10.0,30000000.0,0.44
5.0,10.0,30000000.0,0.417
0.29,12.0,30000000.0,0.203
0.3,12.0,30000000.0,0.203
0.5,12.0,30000000.0,0.198
0.7,12.0,30000000.0,0.193
0.9,12.0,30000000.0,0.347
1.2,12.0,30000000.0,0.677
2.0,12.0,30000000.0,0.546
3.0,12.0,30000000.0,0.492
4.0,12.0,30000000.0,0.441
5.0,12.0,30000000.0,0.42
0.29,14.0,30000000.0,0.213
0.3,14.0,30000000.0,0.213
0.5,14.0,30000000.0,0.209
0.7,14.0,30000000.0,0.203
0.9,14.0,30000000.0,0.348
1.2,14.0,30000000.0,0.66
2.0,14.0,30000000.0,0.539
3.0,14.0,30000000.0,0.491
4.0,14.0,30000000.0,0.443
5.0,14.0,30000000.0,0.423
0.29,16.0,30000000.0,0.217
0.3,16.0,30000000.0,0.217
0.5,16.0,30000000.0,0.213
0.7,16.0,30000000.0,0.206
0.9,16.0,30000000.0,0.343
1.2,16.0,30000000.0,0.64
2.0,16.0,30000000.0,0.53
3.0,16.0,30000000.0,0.49
4.0,16.0,30000000.0,0.445
5.0,16.0,30000000.0,0.427
0.29,18.0,30000000.0,0.21
0.3,18.0,30000000.0,0.21
0.5,18.0,30000000.0,0.206
0.7,18.0,30000000.0,0.198
0.9,18.0,30000000.0,0.329
1.2,18.0,30000000.0,0.618
2.0,18.0,30000000.0,0.521
3.0,18.0,30000000.0,0.488
4.0,18.0,30000000.0,0.447
5.0,18.0,30000000.0,0.43
0.29,20.0,30000000.0,0.2
0.3,20.0,30000000.0,0.2
0.5,20.0,30000000.0,0.194
0.7,20.0,30000000.0,0.184
0.9,20.0,30000000.0,0.303
1.2,20.0,30000000.0,0.595
2.0,20.0,30000000.0,0.511
3.0,20.0,30000000.0,0.486
4.0,20.0,30000000.0,0.449
5.0,20.0,30000000.0,0.435
0.29,0.0,40000000.0,0.301
0.3,0.0,40000000.0,0.3
0.5,0.0,40000000.0,0.296
0.7,0.0,40000000.0,0.291
0.9,0.0,40000000.0,0.365
1.2,0.0,40000000.0,0.727
2.0,0.0,40000000.0,0.567
3.0,0.0,40000000.0,0.496
4.0,0.0,40000000.0,0.435
5.0,0.0,40000000.0,0.406
0.29,2.0,40000000.0,0.296
0.3,2.0,40000000.0,0.296
0.5,2.0,40000000.0,0.291
0.7,2.0,40000000.0,0.287
0.9,2.0,40000000.0,0.364
1.2,2.0,40000000.0,0.726
2.0,2.0,40000000.0,0.566
3.0,2.0,40000000.0,0.496
4.0,2.0,40000000.0,0.435
5.0,2.0,40000000.0,0.406
0.29,4.0,40000000.0,0.283
0.3,4.0,40000000.0,0.283
0.5,4.0,40000000.0,0.278
0.7,4.0,40000000.0,0.274
0.9,4.0,40000000.0,0.362
1.2,4.0,40000000.0,0.721
2.0,4.0,40000000.0,0.564
3.0,4.0,40000000.0,0.496
4.0,4.0,40000000.0,0.436
5.0,4.0,40000000.0,0.407
0.29,6.0,40000000.0,0.262
0.3,6.0,40000000.0,0.262
0.5,6.0,40000000.0,0.257
0.7,6.0,40000000.0,0.253
0.9,6.0,40000000.0,0.358
1.2,6.0,40000000.0,0.714
2.0,6.0,40000000.0,0.561
3.0,6.0,40000000.0,0.495
4.0,6.0,40000000.0,0.436
5.0,6.0,40000000.0,0.408
0.29,8.0,40000000.0,0.23
0.3,8.0,40000000.0,0.23
0.5,8.0,40000000.0,0.226
0.7,8.0,40000000.0,0.222
0.9,8.0,40000000.0,0.353
1.2,8.0,40000000.0,0.705
2.0,8.0,40000000.0,0.557
3.0,8.0,40000000.0,0.494
4.0,8.0,40000000.0,0.437
5.0,8.0,40000000.0,0.41
0.29,10.0,40000000.0,0.2
0.3,10.0,40000000.0,0.2
0.5,10.0,40000000.0,0.196
0.7,10.0,40000000.0,0.191
0.9,10.0,40000000.0,0.348
1.2,10.0,40000000.0,0.692
2.0,10.0,40000000.0,0.552
3.0,10.0,40000000.0,0.493
4.0,10.0,40000000.0,0.438
5.0,10.0,40000000.0,0.413
0.29,12.0,40000000.0,0.199
0.3,12.0,40000000.0,0.199
0.5,12.0,40000000.0,0.194
0.7,12.0,40000000.0,0.189
0.9,12.0,40000000.0,0.347
1.2,12.0,40000000.0,0.677
2.0,12.0,40000000.0,0.546
3.0,12.0,40000000.0,0.492
4.0,12.0,40000000.0,0.44
5.0,12.0,40000000.0,0.415
0.29,14.0,40000000.0,0.209
0.3,14.0,40000000.0,0.209
0.5,14.0,40000000.0,0.205
0.7,14.0,40000000.0,0.199
0.9,14.0,40000000.0,0.348
1.2,14.0,40000000.0,0.66
2.0,14.0,40000000.0,0.539
3.0,14.0,40000000.0,0.491
4.0,14.0,40000000.0,0.442
5.0,14.0,40000000.0,0.419
0.29,16.0,40000000.0,0.214
0.3,16.0,40000000.0,0.214
0.5,16.0,40000000.0,0.209
0.7,16.0,40000000.0,0.203
0.9,16.0,40000000.0,0.343
1.2,16.0,40000000.0,0.64
2.0,16.0,40000000.0,0.53
3.0,16.0,40000000.0,0.49
4.0,16.0,40000000.0,0.443
5.0,16.0,40000000.0,0.422
0.29,18.0,40000000.0,0.207
0.3,18.0,40000000.0,0.207
0.5,18.0,40000000.0,0.202
0.7,18.0,40000000.0,0.194
0.9,18.0,40000000.0,0.329
1.2,18.0,40000000.0,0.618
2.0,18.0,40000000.0,0.521
3.0,18.0,40000000.0,0.488
4.0,18.0,40000000.0,0.445
5.0,18.0,40000000.0,0.426
0.29,20.0,40000000.0,0.198
0.3,20.0,40000000.0,0.197
0.5,20.0,40000000.0,0.191
0.7,20.0,40000000.0,0.181
0.9,20.0,40000000.0,0.303
1.2,20.0,40000000.0,0.595
2.0,20.0,40000000.0,0.511
3.0,20.0,40000000.0,0.486
4.0,20.0,40000000.0,0.447
5.0,20.0,40000000.0,0.431
0.29,0.0,50000000.0,0.301
0.3,0.0,50000000.0,0.3
0.5,0.0,50000000.0,0.296
0.7,0.0,50000000.0,0.291
0.9,0.0,50000000.0,0.365
1.2,0.0,50000000.0,0.727
2.0,0.0,50000000.0,0.567
3.0,0.0,50000000.0,0.496
4.0,0.0,50000000.0,0.435
5.0,0.0,50000000.0,0.403
0.29,2.0,50000000.0,0.296
0.3,2.0,50000000.0,0.296
0.5,2.0,50000000.0,0.291
0.7,2.0,50000000.0,0.287
0.9,2.0,50000000.0,0.364
1.2,2.0,50000000.0,0.726
2.0,2.0,50000000.0,0.566
3.0,2.0,50000000.0,0.496
4.0,2.0,50000000.0,0.435
5.0,2.0,50000000.0,0.403
0.29,4.0,50000000.0,0.282
0.3,4.0,50000000.0,0.282
0.5,4.0,50000000.0,0.278
0.7,4.0,50000000.0,0.273
0.9,4.0,50000000.0,0.362
1.2,4.0,50000000.0,0.721
2.0,4.0,50000000.0,0.564
3.0,4.0,50000000.0,0.496
4.0,4.0,50000000.0,0.436
5.0,4.0,50000000.0,0.404
0.29,6.0,50000000.0,0.261
0.3,6.0,50000000.0,0.261
0.5,6.0,50000000.0,0.256
0.7,6.0,50000000.0,0.252
0.9,6.0,50000000.0,0.358
1.2,6.0,50000000.0,0.714
2.0,6.0,50000000.0,0.561
3.0,6.0,50000000.0,0.495
4.0,6.0,50000000.0,0.436
5.0,6.0,50000000.0,0.405
0.29,8.0,50000000.0,0.229
0.3,8.0,50000000.0,0.229
0.5,8.0,50000000.0,0.224
0.7,8.0,50000000.0,0.22
0.9,8.0,50000000.0,0.353
1.2,8.0,50000000.0,0.705
2.0,8.0,50000000.0,0.557
3.0,8.0,50000000.0,0.494
4.0,8.0,50000000.0,0.437
5.0,8.0,50000000.0,0.407
0.29,10.0,50000000.0,0.198
0.3,10.0,50000000.0,0.198
0.5,10.0,50000000.0,0.193
0.7,10.0,50000000.0,0.188
0.9,10.0,50000000.0,0.348
1.2,10.0,50000000.0,0.692
2.0,10.0,50000000.0,0.552
3.0,10.0,50000000.0,0.493
4.0,10.0,50000000.0,0.438
5.0,10.0,50000000.0,0.409
0.29,12.0,50000000.0,0.196
0.3,12.0,50000000.0,0.196
0.5,12.0,50000000.0,0.191
0.7,12.0,50000000.0,0.186
0.9,12.0,50000000.0,0.348
1.2,12.0,50000000.0,0.677
2.0,12.0,50000000.0,0.546
3.0,12.0,50000000.0,0.492
4.0,12.0,50000000.0,0.44
5.0,12.0,50000000.0,0.412
0.29,14.0,50000000.0,0.207
0.3,14.0,50000000.0,0.207
0.5,14.0,50000000.0,0.202
0.7,14.0,50000000.0,0.197
0.9,14.0,50000000.0,0.348
1.2,14.0,50000000.0,0.66
2.0,14.0,50000000.0,0.539
3.0,14.0,50000000.0,0.491
4.0,14.0,50000000.0,0.442
5.0,14.0,50000000.0,0.416
0.29,16.0,50000000.0,0.212
0.3,16.0,50000000.0,0.212
0.5,16.0,50000000.0,0.207
0.7,16.0,50000000.0,0.201
0.9,16.0,50000000.0,0.343
1.2,16.0,50000000.0,0.64
2.0,16.0,50000000.0,0.53
3.0,16.0,50000000.0,0.49
4.0,16.0,50000000.0,0.443
5.0,16.0,50000000.0,0.419
0.29,18.0,50000000.0,0.205
0.3,18.0,50000000.0,0.205
0.5,18.0,50000000.0,0.2
0.7,18.0,50000000.0,0.192
0.9,18.0,50000000.0,0.33
1.2,18.0,50000000.0,0.618
2.0,18.0,50000000.0,0.521
3.0,18.0,50000000.0,0.488
4.0,18.0,50000000.0,0.445
5.0,18.0,50000000.0,0.423
0.29,20.0,50000000.0,0.196
0.3,20.0,50000000.0,0.196
0.5,20.0,50000000.0,0.189
0.7,20.0,50000000.0,0.179
0.9,20.0,50000000.0,0.304
1.2,20.0,50000000.0,0.595
2.0,20.0,50000000.0,0.511
3.0,20.0,50000000.0,0.486
4.0,20.0,50000000.0,0.447
5.0,20.0,50000000.0,0.428
0.29,0.0,70000000.0,0.301
0.3,0.0,70000000.0,0.3
0.5,0.0,70000000.0,0.296
0.7,0.0,70000000.0,0.291
0.9,0.0,70000000.0,0.365
1.2,0.0,70000000.0,0.727
2.0,0.0,70000000.0,0.567
3.0,0.0,70000000.0,0.496
4.0,0.0,70000000.0,0.435
5.0,0.0,70000000.0,0.398
0.29,2.0,70000000.0,0.296
0.3,2.0,70000000.0,0.296
0.5,2.0,70000000.0,0.291
0.7,2.0,70000000.0,0.287
0.9,2.0,70000000.0,0.364
1.2,2.0,70000000.0,0.726
2.0,2.0,70000000.0,0.566
3.0,2.0,70000000.0,0.496
4.0,2.0,70000000.0,0.435
5.0,2.0,70000000.0,0.398
0.29,4.0,70000000.0,0.282
0.3,4.0,70000000.0,0.282
0.5,4.0,70000000.0,0.277
0.7,4.0,70000000.0,0.273
0.9,4.0,70000000.0,0.362
1.2,4.0,70000000.0,0.721
2.0,4.0,70000000.0,0.564
3.0,4.0,70000000.0,0.496
4.0,4.0,70000000.0,0.436
5.0,4.0,70000000.0,0.399
0.29,6.0,70000000.0,0.26
0.3,6.0,70000000.0,0.26
0.5,6.0,70000000.0,0.255
0.7,6.0,70000000.0,0.251
0.9,6.0,70000000.0,0.358
1.2,6.0,70000000.0,0.714
2.0,6.0,70000000.0,0.561
3.0,6.0,70000000.0,0.495
4.0,6.0,70000000.0,0.436
5.0,6.0,70000000.0,0.401
0.29,8.0,70000000.0,0.227
0.3,8.0,70000000.0,0.227
0.5,8.0,70000000.0,0.222
0.7,8.0,70000000.0,0.218
0.9,8.0,70000000.0,0.353
1.2,8.0,70000000.0,0.705
2.0,8.0,70000000.0,0.557
3.0,8.0,70000000.0,0.494
4.0,8.0,70000000.0,0.437
5.0,8.0,70000000.0,0.403
0.29,10.0,70000000.0,0.195
0.3,10.0,70000000.0,0.195
0.5,10.0,70000000.0,0.19
0.7,10.0,70000000.0,0.185
0.9,10.0,70000000.0,0.349
1.2,10.0,70000000.0,0.692
2.0,10.0,70000000.0,0.552
3.0,10.0,70000000.0,0.493
4.0,10.0,70000000.0,0.438
5.0,10.0,70000000.0,0.405
0.29,12.0,70000000.0,0.194
0.3,12.0,70000000.0,0.193
0.5,12.0,70000000.0,0.189
0.7,12.0,70000000.0,0.183
0.9,12.0,70000000.0,0.348
1.2,12.0,70000000.0,0.677
2.0,12.0,70000000.0,0.546
3.0,12.0,70000000.0,0.492
4.0,12.0,70000000.0,0.44
5.0,12.0,70000000.0,0.408
0.29,14.0,70000000.0,0.205
0.3,14.0,70000000.0,0.205
0.5,14.0,70000000.0,0.2
0.7,14.0,70000000.0,0.194
0.9,14.0,70000000.0,0.348
1.2,14.0,70000000.0,0.66
2.0,14.0,70000000.0,0.539
3.0,14.0,70000000.0,0.491
4.0,14.0,70000000.0,0.442
5.0,14.0,70000000.0,0.411
0.29,16.0,70000000.0,0.21
0.3,16.0,70000000.0,0.21
0.5,16.0,70000000.0,0.205
0.7,16.0,70000000.0,0.198
0.9,16.0,70000000.0,0.344
1.2,16.0,70000000.0,0.64
2.0,16.0,70000000.0,0.53
3.0,16.0,70000000.0,0.49
4.0,16.0,70000000.0,0.443
5.0,16.0,70000000.0,0.415
0.29,18.0,70000000.0,0.203
0.3,18.0,70000000.0,0.203
0.5,18.0,70000000.0,0.198
0.7,18.0,70000000.0,0.19
0.9,18.0,70000000.0,0.33
1.2,18.0,70000000.0,0.618
2.0,18.0,70000000.0,0.521
3.0,18.0,70000000.0,0.488
4.0,18.0,70000000.0,0.445
5.0,18.0,70000000.0,0.419
0.29,20.0,70000000.0,0.194
0.3,20.0,70000000.0,0.194
0.5,20.0,70000000.0,0.188
0.7,20.0,70000000.0,0.178
0.9,20.0,70000000.0,0.304
1.2,20.0,70000000.0,0.595
2.0,20.0,70000000.0,0.511
3.0,20.0,70000000.0,0.486
4.0,20.0,70000000.0,0.447
5.0,20.0,70000000.0,0.423
